,dep,version,filepath,bloated,cve,affected versions,advisory
0,absl-py,>= 0.1.6,/home/daniele/git/NICHE_projects/Repo/Cloneables/ranking/tensorflow_ranking/tools/pip_package/setup.py,False,no one,no one,no one
1,numpy,>= 1.23.2,/home/daniele/git/NICHE_projects/Repo/Cloneables/ranking/tensorflow_ranking/tools/pip_package/setup.py,False,no one,no one,no one
2,six,>= 1.10.0,/home/daniele/git/NICHE_projects/Repo/Cloneables/ranking/tensorflow_ranking/tools/pip_package/setup.py,False,no one,no one,no one
3,tensorflow-serving-api,">= 2.0.0, < 3.0.0",/home/daniele/git/NICHE_projects/Repo/Cloneables/ranking/tensorflow_ranking/tools/pip_package/setup.py,False,no one,no one,no one
